unified_index,length,source,clan,dswp_nn_dist,pred_codatype,pred_centroid_dist,runner_up_dist,margin
31209,3,hersh2022_pacific,SH,0.002425005239169593,3D,0.020650284889042372,0.1251027725135516,0.10445248762450922
31213,3,hersh2022_pacific,SH,0.015132745950421541,3D,0.044221025936211106,0.15175940935152116,0.10753838341531005
31215,3,hersh2022_pacific,SH,0.0038654063499197564,3D,0.030031624704501814,0.15991171178127572,0.1298800870767739
31216,3,hersh2022_pacific,SH,0.010630145812734658,3D,0.05241621883678883,0.15772286005479808,0.10530664121800924
31217,3,hersh2022_pacific,SH,0.011419096483522675,3D,0.03096312402851428,0.16833837005116947,0.1373752460226552
31218,3,hersh2022_pacific,SH,0.0036325638328871908,3D,0.029919528911079084,0.16453904974375366,0.1346195208326746
31219,3,hersh2022_pacific,SH,0.011419096483522675,3D,0.03096312402851428,0.16833837005116947,0.1373752460226552
31220,3,hersh2022_pacific,SH,0.005447913775015168,3D,0.02348568019443601,0.16274423180504902,0.139258551610613
31221,3,hersh2022_pacific,SH,0.0013735954644654438,3D,0.019052353852216757,0.15981334062886737,0.1407609867766506
31222,3,hersh2022_pacific,SH,0.007454982528483879,3D,0.026946919719924283,0.16804110720185422,0.14109418748192995
31223,3,hersh2022_pacific,SH,0.008507864861409113,3D,0.02801850712312199,0.16839734910566595,0.14037884198254397
31224,3,hersh2022_pacific,SH,0.010770329614268992,3D,0.03507531279458452,0.16369272611776436,0.12861741332317983
31225,3,hersh2022_pacific,SH,0.0050000000000000044,3D,0.008494890485418963,0.14906128373801514,0.14056639325259618
31227,3,hersh2022_pacific,SH,0.02975942192264493,3-NOISE,0.1265594265950028,0.1432163035541118,0.016656876959109
31228,3,hersh2022_pacific,SH,0.0245456063923872,3-NOISE,0.13385849921628756,0.15166362258899874,0.017805123372711174
31231,3,hersh2022_pacific,SH,0.04477704538231616,3-NOISE,0.11688110855158064,0.12742769434338325,0.010546585791802607
31232,3,hersh2022_pacific,SH,0.004472135954999584,3D,0.01926432965732638,0.15738264273240102,0.13811831307507463
31234,3,hersh2022_pacific,SH,0.031337721569539796,3-NOISE,0.12548716437134383,0.14138996401801285,0.01590279964666902
31235,3,hersh2022_pacific,SH,0.027415324057358862,3-NOISE,0.12321635498685383,0.14488235491031762,0.021665999923463783
31236,3,hersh2022_pacific,SH,0.04238784959360407,3-NOISE,0.12491797763431163,0.1302198125507508,0.005301834916439166
31237,3,hersh2022_pacific,SH,0.02335649787896292,3-NOISE,0.1260671258952328,0.14941675261188267,0.023349626716649863
31238,3,hersh2022_pacific,SH,0.0056057262018403865,3D,0.027406576459158782,0.16326897828301526,0.13586240182385648
31239,3,hersh2022_pacific,SH,0.026796548157738517,3-NOISE,0.13016025943523,0.14741228581858729,0.017252026383357294
31241,3,hersh2022_pacific,SH,0.04162301999098576,3-NOISE,0.13301055873969697,0.13349375219775134,0.0004831934580543651
31243,3,hersh2022_pacific,SH,0.03177613244512301,3-NOISE,0.1318496166202733,0.14312132381854337,0.011271707198270059
31244,3,hersh2022_pacific,SH,0.02731300056749535,3D,0.07154024100037709,0.13440176884840357,0.06286152784802648
31245,3,hersh2022_pacific,SH,0.025439044659145506,3-NOISE,0.13864300065810925,0.1543322370851388,0.015689236427029546
31246,3,hersh2022_pacific,SH,0.031144823004794882,3D,0.07082880557220683,0.14448450206249241,0.07365569649028558
31247,3,hersh2022_pacific,SH,0.0368489808973057,3-NOISE,0.1232801804371949,0.1355166487882041,0.012236468351009208
