codanum,autovpkcodastr,autovbycoda,mismatchN,mismatchpct,meandist_pk1,meandist_pk2,meandiff_pk1,meandiff_pk2,focal,whale,codatype,handv
6629,aaaaa,a,0,0.0,117.1875,,175.78125,,True,FORK,1+1+3,a
6630,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,a
6631,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,a
6632,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,a
6633,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,a
6634,aaaaa,a,0,0.0,117.1875,,117.1875,,True,FORK,1+1+3,a
6635,aaaaa,a,0,0.0,58.59375,,117.1875,,True,FORK,1+1+3,a
6636,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,a
6637,iiiaa,?,2,0.4,3046.875,,820.3125,,True,FORK,1+1+3,
6638,aaiii,?,2,0.4,585.9375,,234.375,,True,FORK,1+1+3,i
6639,iiiii,i,0,0.0,58.59375,117.1875,58.59375,117.1875,True,FORK,1+1+3,i
6640,aaiii,?,2,0.4,58.59375,,58.59375,,True,FORK,1+1+3,i
6641,iiiii,i,0,0.0,175.78125,117.1875,117.1875,58.59375,True,FORK,1+1+3,i
6642,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,a
6643,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,a
6644,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,
6645,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,
6646,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,i
6647,aaaaa,a,0,0.0,58.59375,,117.1875,,True,FORK,1+1+3,i
6648,iaaaa,?,1,0.2,58.59375,,117.1875,,True,FORK,1+1+3,i
6649,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,i
6650,aaaaaaa,a,0,0.0,234.375,,156.25,,True,FORK,7D2,i
6651,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,a
6652,aaaaa,a,0,0.0,878.90625,,234.375,,True,FORK,1+1+3,a
6653,aaaaa,a,0,0.0,175.78125,,175.78125,,True,FORK,1+1+3,a
6675,aaaaaaaaa,a,0,0.0,1142.578125,,263.671875,,True,FORK,9i,a
6676,aaaaaaaaa,a,0,0.0,644.53125,,205.078125,,True,FORK,9i,a
6677,aaaaaaaaa,a,0,0.0,58.59375,,29.296875,,True,FORK,9i,a
6678,aaaaaaaaa,a,0,0.0,791.015625,,205.078125,,True,FORK,9i,a
6681,aaaaa,a,0,0.0,117.1875,,175.78125,,True,FORK,5R2,a
6682,aaaaa,a,0,0.0,351.5625,,117.1875,,True,FORK,5R2,a
6683,aaaaa,a,0,0.0,175.78125,,175.78125,,True,FORK,5R2,a
6684,aaaaa,a,0,0.0,175.78125,,117.1875,,True,FORK,5R2,a
6685,aaaaa,a,0,0.0,117.1875,,117.1875,,True,FORK,5R2,a
6686,aaaaa,a,0,0.0,292.96875,,175.78125,,True,FORK,5R2,a
6688,iaiii,?,1,0.2,644.53125,,175.78125,,True,FORK,1+1+3,i
6689,iiiii,i,0,0.0,117.1875,351.5625,58.59375,410.15625,True,FORK,1+1+3,i
6690,iiiii,i,0,0.0,58.59375,117.1875,117.1875,175.78125,True,FORK,1+1+3,i
6691,iiiii,i,0,0.0,0.0,175.78125,0.0,175.78125,True,FORK,1+1+3,i
6692,iiiii,i,0,0.0,0.0,234.375,0.0,175.78125,True,FORK,1+1+3,i
6693,iiiii,i,0,0.0,175.78125,117.1875,58.59375,58.59375,True,FORK,1+1+3,i
6694,aaaaa,a,0,0.0,117.1875,,117.1875,,True,FORK,5R2,a
6695,aaaaa,a,0,0.0,175.78125,,58.59375,,True,FORK,5R2,a
6696,aaaaa,a,0,0.0,527.34375,,175.78125,,True,FORK,5-NOISE,a
6697,aaaaa,a,0,0.0,117.1875,,175.78125,,True,FORK,1+1+3,a
6698,aaaaa,a,0,0.0,234.375,,175.78125,,True,FORK,1+1+3,a
6699,aaaaa,a,0,0.0,117.1875,,117.1875,,True,FORK,1+1+3,a
6700,aaaaa,a,0,0.0,175.78125,,234.375,,True,FORK,1+1+3,a
6701,aaaaa,a,0,0.0,175.78125,,58.59375,,True,FORK,1+1+3,a
6702,aaaaa,a,0,0.0,292.96875,,175.78125,,True,FORK,1+1+3,a
6703,aaaaa,a,0,0.0,292.96875,,175.78125,,True,FORK,1+1+3,a
6704,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,1+1+3,a
6705,aaaaa,a,0,0.0,175.78125,,175.78125,,True,FORK,1+1+3,a
6706,aaaaa,a,0,0.0,117.1875,,58.59375,,True,FORK,1+1+3,a
6707,aaaaa,a,0,0.0,175.78125,,58.59375,,True,FORK,1+1+3,a
6708,aaaaa,a,0,0.0,58.59375,,58.59375,,True,FORK,1+1+3,a
6709,aaaaii,?,2,0.3333333333333333,984.375,,234.375,,True,FORK,6-NOISE,i
6710,iiiaai,?,2,0.3333333333333333,93.75,,93.75,,True,FORK,6-NOISE,i
6711,iiiiaaa,?,3,0.42857142857142855,156.25,,78.125,,True,FORK,7D2,i
6712,iaaaaai,?,2,0.2857142857142857,117.1875,,39.0625,,True,FORK,7D2,i
6713,iiiiiiiii,i,0,0.0,263.671875,205.078125,117.1875,146.484375,True,FORK,9-NOISE,i
6714,iiiii,i,0,0.0,292.96875,292.96875,175.78125,292.96875,True,FORK,1+1+3,i
6715,iiiii,i,0,0.0,234.375,410.15625,58.59375,117.1875,True,FORK,1+1+3,i
6716,iiiii,i,0,0.0,117.1875,117.1875,58.59375,117.1875,True,FORK,1+1+3,i
6717,iiiii,i,0,0.0,0.0,0.0,0.0,0.0,True,FORK,1+1+3,i
6718,iiiii,i,0,0.0,0.0,234.375,0.0,58.59375,True,FORK,1+1+3,i
6719,iiiii,i,0,0.0,0.0,234.375,0.0,117.1875,True,FORK,1+1+3,i
6720,iiiii,i,0,0.0,117.1875,117.1875,175.78125,175.78125,True,FORK,1+1+3,i
6721,iiiii,i,0,0.0,58.59375,117.1875,117.1875,117.1875,True,FORK,1+1+3,i
6763,aaaaa,a,0,0.0,644.53125,,292.96875,,True,FORK,1+1+3,a
6764,aaaaa,a,0,0.0,351.5625,,117.1875,,True,FORK,1+1+3,a
6765,aaaaa,a,0,0.0,117.1875,,234.375,,True,FORK,1+1+3,a
6766,aaaaa,a,0,0.0,234.375,,234.375,,True,FORK,1+1+3,a
6767,aaaaa,a,0,0.0,527.34375,,175.78125,,True,FORK,1+1+3,a
6768,aaaaa,a,0,0.0,292.96875,,117.1875,,True,FORK,1+1+3,a
6769,aaaaa,a,0,0.0,58.59375,,58.59375,,True,FORK,1+1+3,a
6770,iaaia,?,2,0.4,58.59375,,117.1875,,True,FORK,1+1+3,i
6771,aaaia,?,1,0.2,58.59375,,117.1875,,True,FORK,1+1+3,i
6772,aaaaa,a,0,0.0,117.1875,,117.1875,,True,FORK,1+1+3,i
6773,iaiii,?,1,0.2,175.78125,,58.59375,,True,FORK,1+1+3,i
6782,aaaaa,a,0,0.0,234.375,,468.75,,True,FORK,1+1+3,a
6783,iiiiiii,i,0,0.0,312.5,78.125,117.1875,156.25,True,FORK,7D2,i
6784,iiiiiiii,i,0,0.0,267.85714285714283,0.0,100.44642857142857,0.0,True,FORK,8D,i
6785,iiiiiii,i,0,0.0,195.3125,234.375,39.0625,39.0625,True,FORK,7D2,i
6794,aaaaa,a,0,0.0,1054.6875,,292.96875,,True,FORK,5R2,a
6795,aaaaa,a,0,0.0,117.1875,,58.59375,,True,FORK,5R2,a
6796,aaaaa,a,0,0.0,234.375,,58.59375,,True,FORK,5R2,a
6797,aaaaa,a,0,0.0,58.59375,,58.59375,,True,FORK,5R2,a
6798,aaaaa,a,0,0.0,117.1875,,175.78125,,True,FORK,5R2,a
6799,aaaaa,a,0,0.0,58.59375,,58.59375,,True,FORK,5R2,a
6805,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,5R2,a
6806,aaaaa,a,0,0.0,175.78125,,58.59375,,True,FORK,5R2,a
6807,aaaaa,a,0,0.0,0.0,,0.0,,True,FORK,5R2,a
6808,aaaaa,a,0,0.0,175.78125,,117.1875,,True,FORK,5R2,a
6809,aaaaa,a,0,0.0,175.78125,,175.78125,,True,FORK,5R2,a
6810,aaaaa,a,0,0.0,351.5625,,468.75,,True,FORK,5R2,a
6811,aaaaa,a,0,0.0,820.3125,,292.96875,,True,FORK,5R2,a
6812,aaaaaa,a,0,0.0,468.75,,93.75,,True,FORK,6i,a
6813,aaaaa,a,0,0.0,468.75,,117.1875,,True,FORK,5R2,a
6814,aaaaa,a,0,0.0,292.96875,,175.78125,,True,FORK,5R2,a
6815,aaaaa,a,0,0.0,58.59375,,117.1875,,True,FORK,5R2,a
6817,iaaaa,?,1,0.2,468.75,,117.1875,,True,FORK,1+1+3,i
6818,iaaaa,?,1,0.2,0.0,,0.0,,True,FORK,1+1+3,i
6819,iaaaa,?,1,0.2,0.0,,0.0,,True,FORK,1+1+3,i
6820,iaaaa,?,1,0.2,0.0,,0.0,,True,FORK,1+1+3,i
6832,aaaii,?,2,0.4,585.9375,,585.9375,,True,FORK,1+1+3,a
6833,aaaaa,a,0,0.0,996.09375,,468.75,,True,FORK,1+1+3,a
6834,aaiii,?,2,0.4,996.09375,,292.96875,,True,FORK,1+1+3,a
6835,aaaaa,a,0,0.0,175.78125,,234.375,,True,FORK,1+1+3,a
6836,aaaii,?,2,0.4,761.71875,,468.75,,True,FORK,1+1+3,a
6837,iaaaa,?,1,0.2,1289.0625,,351.5625,,True,FORK,1+1+3,a
6838,aiaaa,?,1,0.2,644.53125,,1230.46875,,True,FORK,1+1+3,a
6839,aaiai,?,2,0.4,1523.4375,,1875.0,,True,FORK,1+1+3,a
6840,aaaaa,a,0,0.0,351.5625,,351.5625,,True,FORK,1+1+3,a
6841,aaaia,?,1,0.2,527.34375,,996.09375,,True,FORK,1+1+3,a
6842,iaaaa,?,1,0.2,820.3125,,410.15625,,True,FORK,1+1+3,a
6843,aaiaa,?,1,0.2,527.34375,,878.90625,,True,FORK,1+1+3,a
6844,iiiia,?,1,0.2,644.53125,,410.15625,,True,FORK,1+1+3,a
6859,aaiii,?,2,0.4,1171.875,,410.15625,,True,FORK,1+1+3,a
6860,aaiii,?,2,0.4,1699.21875,,527.34375,,True,FORK,1+1+3,a
6861,aaiii,?,2,0.4,1113.28125,,527.34375,,True,FORK,1+1+3,a
6866,aaaaa,a,0,0.0,234.375,,468.75,,True,FORK,1+1+3,a
6867,aaaaa,a,0,0.0,527.34375,,175.78125,,True,FORK,1+1+3,a
6868,aaaaa,a,0,0.0,292.96875,,175.78125,,True,FORK,1+1+3,a
6869,aaaaa,a,0,0.0,468.75,,117.1875,,True,FORK,1+1+3,a
6870,aiaia,?,2,0.4,1406.25,,1816.40625,,True,FORK,1+1+3,a
6871,iaiaa,?,2,0.4,820.3125,,937.5,,True,FORK,1+1+3,a
6872,aaaaa,a,0,0.0,117.1875,,58.59375,,True,FORK,1+1+3,a
6873,aaaaa,a,0,0.0,292.96875,,117.1875,,True,FORK,1+1+3,a
6874,aaaaa,a,0,0.0,117.1875,,117.1875,,True,FORK,1+1+3,a
6887,aaaaa,a,0,0.0,527.34375,,468.75,,True,FORK,1+1+3,a
6888,aaaaa,a,0,0.0,234.375,,175.78125,,True,FORK,1+1+3,a
6889,aaaaaaaa,a,0,0.0,870.5357142857143,,167.41071428571428,,True,FORK,8i,a
6890,aaaaaaaa,a,0,0.0,1406.25,,334.82142857142856,,True,FORK,8i,a
6891,aaaaaaaaa,a,0,0.0,1201.171875,,205.078125,,True,FORK,9i,a
6892,aaaaaaaa,a,0,0.0,468.75,,200.89285714285714,,True,FORK,8i,a
6893,iiiiiiiii,i,0,0.0,87.890625,410.15625,87.890625,234.375,True,PINCHY,9i,i
6894,iiiiiiiii,i,0,0.0,351.5625,878.90625,146.484375,205.078125,True,PINCHY,9i,i
6895,iiiii,i,0,0.0,234.375,644.53125,58.59375,234.375,True,PINCHY,5R2,i
6896,iiiii,i,0,0.0,292.96875,468.75,175.78125,117.1875,True,PINCHY,5R2,i
6897,iiiii,i,0,0.0,1289.0625,1699.21875,585.9375,1230.46875,True,PINCHY,5R2,i
6898,iiiii,i,0,0.0,0.0,58.59375,0.0,58.59375,True,PINCHY,1+1+3,i
6899,iiiii,i,0,0.0,0.0,351.5625,0.0,117.1875,True,PINCHY,1+1+3,i
6900,iaaaa,?,1,0.2,1816.40625,,468.75,,True,PINCHY,1+1+3,a
6901,aaaai,?,1,0.2,878.90625,,996.09375,,True,PINCHY,1+1+3,a
6902,aaaaa,a,0,0.0,117.1875,,117.1875,,True,PINCHY,1+1+3,a
6903,aaaaa,a,0,0.0,58.59375,,117.1875,,True,PINCHY,1+1+3,a
6904,aaaaa,a,0,0.0,175.78125,,117.1875,,True,PINCHY,1+1+3,a
6905,iiiii,i,0,0.0,0.0,292.96875,0.0,292.96875,True,PINCHY,1+1+3,i
6906,iiiii,i,0,0.0,0.0,468.75,0.0,117.1875,True,PINCHY,1+1+3,i
6907,iiiii,i,0,0.0,0.0,0.0,0.0,0.0,True,PINCHY,1+1+3,i
6908,iiiii,i,0,0.0,58.59375,117.1875,117.1875,175.78125,True,PINCHY,1+1+3,i
6909,iiiii,i,0,0.0,58.59375,292.96875,117.1875,175.78125,True,PINCHY,1+1+3,i
6910,iiiii,i,0,0.0,58.59375,234.375,117.1875,58.59375,True,PINCHY,1+1+3,i
6911,iiiii,i,0,0.0,58.59375,0.0,117.1875,0.0,True,PINCHY,1+1+3,i
6912,aaaaa,a,0,0.0,585.9375,,175.78125,,True,PINCHY,1+1+3,a
6913,aaaaa,a,0,0.0,175.78125,,58.59375,,True,PINCHY,1+1+3,a
6914,iiiii,i,0,0.0,292.96875,468.75,175.78125,175.78125,True,PINCHY,1+1+3,i
6930,aaaaa,a,0,0.0,234.375,,351.5625,,True,PINCHY,1+1+3,a
6931,aaaaa,a,0,0.0,234.375,,234.375,,True,PINCHY,1+1+3,a
6932,iiiii,i,0,0.0,0.0,117.1875,0.0,117.1875,True,PINCHY,1+1+3,i
6933,iiiii,i,0,0.0,0.0,58.59375,0.0,58.59375,True,PINCHY,1+1+3,i
6934,iiiii,i,0,0.0,234.375,0.0,58.59375,0.0,True,PINCHY,1+1+3,i
6935,iiiii,i,0,0.0,0.0,234.375,0.0,175.78125,True,PINCHY,1+1+3,i
6936,iiiii,i,0,0.0,58.59375,234.375,58.59375,58.59375,True,PINCHY,1+1+3,i
6937,aaaaa,a,0,0.0,351.5625,,234.375,,True,PINCHY,1+1+3,a
6940,aaaaa,a,0,0.0,292.96875,,292.96875,,True,PINCHY,1+1+3,a
6941,aaaaa,a,0,0.0,175.78125,,58.59375,,True,PINCHY,1+1+3,a
6942,aiaaa,?,1,0.2,703.125,,820.3125,,True,PINCHY,1+1+3,a
6943,aaaaa,a,0,0.0,234.375,,58.59375,,True,PINCHY,1+1+3,a
6944,iaiai,?,2,0.4,1171.875,,1464.84375,,True,PINCHY,1+1+3,
6945,iiiii,i,0,0.0,0.0,58.59375,0.0,117.1875,True,PINCHY,1+1+3,i
6946,aaaaa,a,0,0.0,468.75,,175.78125,,True,PINCHY,1+1+3,a
6947,iiiii,i,0,0.0,0.0,58.59375,0.0,117.1875,True,PINCHY,1+1+3,i
6948,iiiii,i,0,0.0,0.0,58.59375,0.0,58.59375,True,PINCHY,1+1+3,i
6949,iiiii,i,0,0.0,58.59375,0.0,117.1875,0.0,True,PINCHY,1+1+3,i
6950,iiiii,i,0,0.0,0.0,58.59375,0.0,117.1875,True,PINCHY,1+1+3,i
6951,iiiii,i,0,0.0,58.59375,0.0,117.1875,0.0,True,PINCHY,1+1+3,i
6952,aaaaa,a,0,0.0,58.59375,,117.1875,,True,PINCHY,1+1+3,a
6953,aaaaa,a,0,0.0,175.78125,,58.59375,,True,PINCHY,1+1+3,a
6954,aaaaa,a,0,0.0,468.75,,117.1875,,True,PINCHY,1+1+3,a
6955,aaaaa,a,0,0.0,351.5625,,234.375,,True,PINCHY,1+1+3,a
6956,aiiii,?,1,0.2,175.78125,,58.59375,,True,PINCHY,1+1+3,i
6957,iiiii,i,0,0.0,58.59375,175.78125,58.59375,175.78125,True,PINCHY,1+1+3,i
6958,iaiiiii,?,1,0.14285714285714285,273.4375,,546.875,,True,PINCHY,7i,i
6969,iiiii,i,0,0.0,175.78125,175.78125,58.59375,58.59375,True,PINCHY,1+1+3,i
6970,iiiii,i,0,0.0,0.0,0.0,0.0,0.0,True,PINCHY,1+1+3,i
6971,iiiii,i,0,0.0,175.78125,58.59375,175.78125,117.1875,True,PINCHY,1+1+3,i
6972,iiiii,i,0,0.0,0.0,234.375,0.0,58.59375,True,PINCHY,1+1+3,i
6973,iiiii,i,0,0.0,0.0,175.78125,0.0,58.59375,True,PINCHY,1+1+3,i
6974,iiiii,i,0,0.0,234.375,175.78125,58.59375,117.1875,True,PINCHY,1+1+3,i
6975,iiiii,i,0,0.0,0.0,292.96875,0.0,175.78125,True,PINCHY,1+1+3,i
6976,iiiii,i,0,0.0,117.1875,117.1875,58.59375,58.59375,True,PINCHY,1+1+3,i
6977,iiiii,i,0,0.0,0.0,0.0,0.0,0.0,True,PINCHY,1+1+3,i
6998,iaaaa,?,1,0.2,1523.4375,,468.75,,True,PINCHY,1+1+3,a
6999,aaaaa,a,0,0.0,234.375,,58.59375,,True,PINCHY,1+1+3,a
7000,aaaaa,a,0,0.0,234.375,,58.59375,,True,PINCHY,1+1+3,a
7001,aaaaa,a,0,0.0,410.15625,,117.1875,,True,PINCHY,1+1+3,a
7002,aaaaa,a,0,0.0,234.375,,175.78125,,True,PINCHY,1+1+3,a
7007,aaaaaaaaa,a,0,0.0,498.046875,,175.78125,,True,PINCHY,9i,a
7008,aaaaaaaa,a,0,0.0,200.89285714285714,,167.41071428571428,,True,PINCHY,8i,a
7009,aaaaaaaa,a,0,0.0,334.82142857142856,,200.89285714285714,,True,PINCHY,8i,a
7010,aaaaaaaa,a,0,0.0,334.82142857142856,,167.41071428571428,,True,PINCHY,8i,a
7011,aaaaa,a,0,0.0,585.9375,,175.78125,,True,PINCHY,5R1,a
7012,aaaaa,a,0,0.0,468.75,,117.1875,,True,PINCHY,5R1,a
7013,aaaaa,a,0,0.0,234.375,,58.59375,,True,PINCHY,5R1,a
7014,aaaaa,a,0,0.0,175.78125,,175.78125,,True,PINCHY,5R1,a
7015,aaaaa,a,0,0.0,117.1875,,175.78125,,True,PINCHY,5R1,a
7016,aaaaa,a,0,0.0,351.5625,,117.1875,,True,PINCHY,5R1,a
7017,aaaaa,a,0,0.0,234.375,,58.59375,,True,PINCHY,5R1,a
7018,aaaaa,a,0,0.0,175.78125,,58.59375,,True,PINCHY,5R1,a
7059,iaaaa,?,1,0.2,58.59375,,117.1875,,True,PINCHY,1+1+3,i
7060,aiiii,?,1,0.2,1406.25,,585.9375,,True,PINCHY,1+1+3,i
7061,aiaaa,?,1,0.2,175.78125,,175.78125,,True,PINCHY,1+1+3,i
7062,aiiii,?,1,0.2,58.59375,,58.59375,,True,PINCHY,1+1+3,i
7063,aaaaa,a,0,0.0,175.78125,,117.1875,,True,PINCHY,1+1+3,a
7064,aaaaa,a,0,0.0,175.78125,,58.59375,,True,PINCHY,1+1+3,a
7065,iiiii,i,0,0.0,0.0,117.1875,0.0,175.78125,True,PINCHY,1+1+3,i
7066,iiiii,i,0,0.0,175.78125,58.59375,58.59375,58.59375,True,PINCHY,1+1+3,i
7067,iiiia,?,1,0.2,410.15625,,117.1875,,True,PINCHY,1+1+3,i
7068,aiiaa,?,2,0.4,761.71875,,1113.28125,,True,PINCHY,1+1+3,a
7069,aaaaa,a,0,0.0,234.375,,58.59375,,True,PINCHY,1+1+3,i
7070,iaaaa,?,1,0.2,58.59375,,117.1875,,True,PINCHY,1+1+3,a
7071,aaaaa,a,0,0.0,117.1875,,58.59375,,True,PINCHY,1+1+3,a
7072,aaaaa,a,0,0.0,175.78125,,58.59375,,True,PINCHY,1+1+3,a
7073,aaaaa,a,0,0.0,58.59375,,117.1875,,True,PINCHY,1+1+3,a
7077,iiiii,i,0,0.0,703.125,644.53125,175.78125,234.375,True,PINCHY,1+1+3,i
7078,aiiii,?,1,0.2,175.78125,,117.1875,,True,PINCHY,1+1+3,i
7079,iiiii,i,0,0.0,117.1875,175.78125,58.59375,58.59375,True,PINCHY,1+1+3,i
7083,iiiii,i,0,0.0,0.0,703.125,0.0,175.78125,True,PINCHY,1+1+3,i
7084,iiiii,i,0,0.0,0.0,234.375,0.0,58.59375,True,PINCHY,1+1+3,i
7085,iiiii,i,0,0.0,0.0,58.59375,0.0,117.1875,True,PINCHY,1+1+3,i
7104,iiiii,i,0,0.0,234.375,175.78125,58.59375,58.59375,True,PINCHY,1+1+3,i
7105,iiiii,i,0,0.0,117.1875,117.1875,58.59375,117.1875,True,PINCHY,1+1+3,i
7106,iiiii,i,0,0.0,234.375,234.375,175.78125,58.59375,True,PINCHY,1+1+3,i
7107,iiiii,i,0,0.0,117.1875,234.375,58.59375,58.59375,True,PINCHY,1+1+3,i
7108,iiiii,i,0,0.0,117.1875,234.375,234.375,58.59375,True,PINCHY,1+1+3,i
7109,iiiii,i,0,0.0,58.59375,0.0,117.1875,0.0,True,PINCHY,1+1+3,i
7110,iiiii,i,0,0.0,0.0,0.0,0.0,0.0,True,PINCHY,1+1+3,i
7111,iiiii,i,0,0.0,0.0,58.59375,0.0,117.1875,True,PINCHY,1+1+3,i
7112,iiiii,i,0,0.0,58.59375,175.78125,117.1875,117.1875,True,PINCHY,1+1+3,i
7113,iiii,i,0,0.0,234.375,156.25,78.125,78.125,True,PINCHY,4-NOISE,i
7114,iaiaa,?,2,0.4,1582.03125,,1113.28125,,True,PINCHY,1+1+3,a
7115,aaaaa,a,0,0.0,175.78125,,117.1875,,True,PINCHY,1+1+3,a
7116,aaaaa,a,0,0.0,0.0,,0.0,,True,PINCHY,1+1+3,a
7117,aaaaa,a,0,0.0,234.375,,58.59375,,True,PINCHY,1+1+3,a
7118,aaaia,?,1,0.2,585.9375,,1171.875,,True,PINCHY,1+1+3,a
7119,aaaaa,a,0,0.0,234.375,,234.375,,True,PINCHY,1+1+3,a
7158,aaaaa,a,0,0.0,351.5625,,117.1875,,True,PINCHY,1+1+3,a
7159,aaaaa,a,0,0.0,58.59375,,58.59375,,True,PINCHY,1+1+3,a
7160,aaaaa,a,0,0.0,58.59375,,117.1875,,True,PINCHY,1+1+3,a
7161,aaaaa,a,0,0.0,175.78125,,175.78125,,True,PINCHY,1+1+3,a
7165,aaaaa,a,0,0.0,58.59375,,58.59375,,True,PINCHY,5R1,a
7166,aaaaa,a,0,0.0,175.78125,,58.59375,,True,PINCHY,5R1,a
7167,aaaaa,a,0,0.0,58.59375,,117.1875,,True,PINCHY,5R1,a
7171,aaaaa,a,0,0.0,175.78125,,117.1875,,True,PINCHY,5R1,a
7172,iaiia,?,2,0.4,1230.46875,,1582.03125,,True,PINCHY,5R1,a
7173,aaaaa,a,0,0.0,58.59375,,117.1875,,True,PINCHY,5R1,a
7174,aaaaa,a,0,0.0,234.375,,117.1875,,True,PINCHY,5R1,a
7175,aaaaa,a,0,0.0,58.59375,,58.59375,,True,PINCHY,5R1,a
7178,aaaaa,a,0,0.0,175.78125,,175.78125,,True,PINCHY,1+1+3,a
7179,aaaaa,a,0,0.0,0.0,,0.0,,True,PINCHY,1+1+3,a
7180,aaaaa,a,0,0.0,234.375,,58.59375,,True,PINCHY,1+1+3,a
7181,aaaaa,a,0,0.0,175.78125,,351.5625,,True,PINCHY,1+1+3,a
7182,aaaaa,a,0,0.0,117.1875,,234.375,,True,PINCHY,1+1+3,a
7183,aaaaa,a,0,0.0,527.34375,,234.375,,True,PINCHY,1+1+3,a
7184,aaaaa,a,0,0.0,175.78125,,58.59375,,True,PINCHY,1+1+3,a
7185,aaaaa,a,0,0.0,234.375,,351.5625,,True,PINCHY,1+1+3,a
7186,aaaaa,a,0,0.0,58.59375,,117.1875,,True,PINCHY,1+1+3,a
7187,aaaaa,a,0,0.0,175.78125,,175.78125,,True,PINCHY,1+1+3,a
7205,iaaaa,?,1,0.2,585.9375,,468.75,,True,PINCHY,5R1,a
7206,aaaaa,a,0,0.0,175.78125,,117.1875,,True,PINCHY,5R1,a
7207,aaaaa,a,0,0.0,410.15625,,234.375,,True,PINCHY,5R1,a
7208,aaaaa,a,0,0.0,468.75,,117.1875,,True,PINCHY,5R1,a
7209,aaaaa,a,0,0.0,1230.46875,,351.5625,,True,PINCHY,5R1,a
7210,aaaaa,a,0,0.0,351.5625,,234.375,,True,PINCHY,5R1,a
7211,aaaaa,a,0,0.0,0.0,,0.0,,True,PINCHY,5R1,a
7227,iiiii,i,0,0.0,410.15625,878.90625,175.78125,351.5625,True,FORK,1+1+3,
7228,aiiii,?,1,0.2,0.0,,0.0,,True,FORK,1+1+3,
7229,iiiii,i,0,0.0,117.1875,58.59375,175.78125,58.59375,True,FORK,1+1+3,i
7230,iiiii,i,0,0.0,996.09375,1054.6875,468.75,585.9375,True,FORK,1+1+3,i
7231,iiiii,i,0,0.0,878.90625,878.90625,878.90625,937.5,True,FORK,1+1+3,i
7232,iaiii,?,1,0.2,292.96875,,292.96875,,True,FORK,1+1+3,
7233,iiiii,i,0,0.0,175.78125,1230.46875,117.1875,410.15625,True,FORK,1+1+3,i
7234,iiiii,i,0,0.0,996.09375,996.09375,351.5625,351.5625,True,FORK,1+1+3,
7235,iiiii,i,0,0.0,234.375,351.5625,58.59375,117.1875,True,FORK,1+1+3,i
7236,iiiii,i,0,0.0,0.0,117.1875,0.0,117.1875,True,FORK,1+1+3,i
7237,aaaaa,a,0,0.0,468.75,,117.1875,,True,FORK,1+1+3,a
7238,aaaaa,a,0,0.0,117.1875,,58.59375,,True,FORK,1+1+3,a
7239,aaaaa,a,0,0.0,58.59375,,58.59375,,True,FORK,1+1+3,a
7284,aaiaa,?,1,0.2,644.53125,,351.5625,,True,FORK,1+1+3,a
7285,iiiaa,?,2,0.4,644.53125,,410.15625,,True,FORK,1+1+3,i
7286,iaaaa,?,1,0.2,703.125,,351.5625,,True,FORK,1+1+3,i
7287,iaiii,?,1,0.2,292.96875,,351.5625,,True,FORK,1+1+3,i
7288,iiiii,i,0,0.0,0.0,410.15625,0.0,117.1875,True,FORK,1+1+3,i
7297,aaaaa,a,0,0.0,234.375,,175.78125,,True,FORK,5R2,a
7298,aaaaa,a,0,0.0,58.59375,,117.1875,,True,FORK,5R2,a
7299,aaaaa,a,0,0.0,468.75,,117.1875,,True,FORK,5R2,a
7300,aaaaa,a,0,0.0,58.59375,,117.1875,,True,FORK,5R2,a
7379,aaaaiaaai,?,2,0.2222222222222222,1933.59375,,849.609375,,True,FORK,9i,a
7380,aaaaaaaaa,a,0,0.0,644.53125,,175.78125,,True,FORK,9i,a
7381,aaaaaaaaa,a,0,0.0,615.234375,,292.96875,,True,FORK,9i,a
7382,aaaaaaaa,a,0,0.0,669.6428571428571,,200.89285714285714,,True,FORK,8i,a
7383,aaaaaaaa,a,0,0.0,167.41071428571428,,100.44642857142857,,True,FORK,8i,a
7384,aaaaaaaa,a,0,0.0,133.92857142857142,,100.44642857142857,,True,FORK,8i,a
7385,aaaii,?,2,0.4,1582.03125,,1171.875,,True,FORK,5R2,a
7386,aaaaa,a,0,0.0,292.96875,,468.75,,True,FORK,5R2,a
7387,aaaaa,a,0,0.0,468.75,,175.78125,,True,FORK,5R2,a
7388,aaaaa,a,0,0.0,292.96875,,175.78125,,True,FORK,5R2,a
7389,aaaaa,a,0,0.0,292.96875,,117.1875,,True,FORK,5R2,a
